Temperature,Humidity,Wind Speed,Weather Condition,Date
0.4111310592459607,44,0.8201438848920864,clear sky,2024-11-26 15:00:00
0.3339317773788151,38,0.6043165467625898,clear sky,2024-11-26 18:00:00
0.20736086175942559,32,0.6402877697841728,clear sky,2024-11-26 21:00:00
0.03680430879712748,26,0.4316546762589929,clear sky,2024-11-27 00:00:00
0.18671454219030514,25,0.17985611510791377,clear sky,2024-11-27 03:00:00
0.6894075403949731,17,0.316546762589928,clear sky,2024-11-27 06:00:00
0.8752244165170555,14,0.5899280575539568,clear sky,2024-11-27 09:00:00
0.42818671454219026,20,0.46762589928057563,clear sky,2024-11-27 12:00:00
0.22531418312387785,23,1.0,clear sky,2024-11-27 15:00:00
0.15260323159784583,24,0.669064748201439,clear sky,2024-11-27 18:00:00
0.07450628366247769,25,0.6906474820143885,clear sky,2024-11-27 21:00:00
0.0,25,0.5323741007194244,clear sky,2024-11-28 00:00:00
0.14631956912028743,24,0.3093525179856117,clear sky,2024-11-28 03:00:00
0.7019748653500899,15,0.24460431654676273,clear sky,2024-11-28 06:00:00
0.8806104129263914,12,0.6618705035971223,clear sky,2024-11-28 09:00:00
0.38689407540395004,18,0.29496402877697847,few clouds,2024-11-28 12:00:00
0.2333931777378817,20,0.6043165467625898,overcast clouds,2024-11-28 15:00:00
0.16068222621184924,22,0.7194244604316548,overcast clouds,2024-11-28 18:00:00
0.16786355475763037,22,0.16546762589928055,overcast clouds,2024-11-28 21:00:00
0.06732495511669656,23,0.05035971223021585,overcast clouds,2024-11-29 00:00:00
0.19210053859964105,22,0.15107913669064754,few clouds,2024-11-29 03:00:00
0.7289048473967685,14,0.7410071942446045,few clouds,2024-11-29 06:00:00
0.8886894075403953,12,0.8776978417266189,scattered clouds,2024-11-29 09:00:00
0.4739676840215441,18,0.05035971223021585,broken clouds,2024-11-29 12:00:00
0.36894075403949733,20,0.6187050359712228,overcast clouds,2024-11-29 15:00:00
0.4676840215439857,19,0.0,overcast clouds,2024-11-29 18:00:00
0.32675044883303417,22,0.47482014388489213,overcast clouds,2024-11-29 21:00:00
0.29892280071813304,21,0.09352517985611519,overcast clouds,2024-11-30 00:00:00
0.3904847396768403,21,0.5971223021582733,overcast clouds,2024-11-30 03:00:00
0.8249551166965892,17,0.39568345323741017,overcast clouds,2024-11-30 06:00:00
0.9694793536804311,19,0.7122302158273383,few clouds,2024-11-30 09:00:00
0.5457809694793538,26,0.0,broken clouds,2024-11-30 12:00:00
0.3662477558348296,29,0.7697841726618705,few clouds,2024-11-30 15:00:00
0.3025134649910235,33,0.6330935251798561,clear sky,2024-11-30 18:00:00
0.22441651705565535,39,0.6115107913669066,clear sky,2024-11-30 21:00:00
0.16157989228007197,41,0.49640287769784164,clear sky,2024-12-01 00:00:00
0.2962298025134651,38,0.3237410071942445,clear sky,2024-12-01 03:00:00
0.8447037701974864,27,0.7122302158273383,scattered clouds,2024-12-01 06:00:00
1.0000000000000002,23,0.9352517985611511,few clouds,2024-12-01 09:00:00
0.5565529622980252,33,0.762589928057554,clear sky,2024-12-01 12:00:00
